Entity1,Relationship,Entity2,Evidence,Evidence URL
AIYR,Neuropeptide,FLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Innexin,INX-1,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYR,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,C50F7.1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,CKR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,GAR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,GCY-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,GLC-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,LGC-38,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,MGL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,MOD-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,NPR-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,NPR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Receptor,SRA-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIZL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZL,Neuropeptide,FLP-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIZL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZR,Neuropeptide,FLP-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIZR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
AIZR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIZmainframe.htm
ALA,Neuropeptide,FLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALAmainframe.htm
ALA,Receptor,ACR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALAmainframe.htm
ALA,Receptor,SRA-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALAmainframe.htm
ALA,Receptor,ACR-13,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALAmainframe.htm
ALA,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALAmainframe.htm
ALML,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Neuropeptide,FLP-20,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALML,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALML,Receptor,ASIC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,DEL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,DES-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,DEGT-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,DOP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,GAB-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,LGC-37,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,LGC-55,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,MEC-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,MEC-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,MEC-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,MEC-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,STR-33,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,Receptor,TYRA-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALML,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Neuropeptide,FLP-20,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALMR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALMR,Receptor,ASIC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,DEG-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,DEL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,DES-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,DEGT-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,DOP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,GAB-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,LGC-37,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,LGC-55,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,MEC-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,MEC-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,MEC-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,MEC-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,MEC-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,STR-33,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,Receptor,TYRA-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALMR,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALMmainframe.htm
ALNL,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNL,Receptor,LGC-55,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNL,Receptor,DOP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNL,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNL,type,Sensory neuron (minor oxygen-sensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNR,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNR,Receptor,LGC-55,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNR,Receptor,DOP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
ALNR,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ALNR,type,Sensory neuron (minor oxygen-sensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ALNmainframe.htm
AQR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,GCY-32,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,GCY-35,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,NPR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,GCY-34,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,GCY-36,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,NLP-37,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,GCY-37,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,Receptor,GCY-25,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AQR,type,Sensory neuron (oxygen- and minor CO2-sensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AQRmainframe.htm
AS1,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS1,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS1,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS1,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS1,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS1,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS1,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS1,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS1,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS10,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS10,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS10,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS11,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS11,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS11,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS2,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS2,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS2,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS3,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS3,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS3,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS4,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS4,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS4,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS5,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS5,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS5,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS6,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS6,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS6,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS7,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS7,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS7,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS8,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS8,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS8,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS9,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AS9,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,Receptor,ACR-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,Receptor,LGC-46,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
AS9,Receptor,UNC-63,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASNmainframe.htm
ASEL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,FLP-25,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,NLP-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,FLP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,FLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,FLP-13,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,FLP-20,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,INS-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,INS-26,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,INS-32,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Neuropeptide,NLP-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,DEL-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,DEL-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,GCY-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,GCY-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,NPR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,DOP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,DOP-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,GCY-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,GCY-19,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,GCY-20,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,GCY-29,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
ASEL,Receptor,MGL-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ASEmainframe.htm
